1_merge
;Слово;user_0;user_1;user_2;Вывод
1460;трогается;local;local;local;Local
1461;троих;local;global;global;Global
1462;тронулся;local;local;local;Local
1463;тропам;local;dep;local;Local
1464;тропу;local;local;local;Local
1465;тростей;local;local;local;Local
1466;тростинок;local;local;local;Local
1467;труб;global;local;local;Local
1468;труба;global;global;global;Global
1469;трубкою;local;dep;global;Local
1470;трубой;global;global;global;Global
1478;трубою;global;global;global;Global
1479;тряпки;local;global;local;Local
1480;туземских;global;global;local;Global
1481;туман;local;local;local;Local
1482;тунику;local;local;global;Local
1483;тупой;local;local;local;Local
1484;турецком;global;dep;local;Local
1485;туче;local;local;local;Local
1486;тьма;local;local;local;Local
1487;убежал;local;local;local;Local
1488;увидел;local;local;local;Local
1489;угрожающими;local;local;local;Local
1490;удалились;local;local;local;Local
1491;удалось;local;local;local;Local
1492;украшения;local;dep;local;Local
1493;улабками;local;dep;local;Local
1494;улибками;local;dep;local;Local
1495;улице;local;local;local;Local
1496;улицу;local;local;local;Local
1497;улыбками;local;local;local;Local
1498;улыбкой;local;local;local;Local
1499;улыбнулся;local;local;local;Local
1500;ускользает;local;local;local;Local
1501;ускользал;local;local;local;Local
1502;ускользнул;local;local;local;Local
1503;ускорил;local;local;local;Local
1504;успокоились;local;local;local;Local
1505;усталая;local;local;local;Local
1506;усталой;local;local;global;Local
1507;усталый;local;dep;local;Local
1508;участков;local;dep;local;Local
1509;ушли;local;local;local;Local
1510;фалькатой;local;global;global;Local
1511;финики;dep;global;global;Global
1512;фляжкой;local;local;local;Local
1513;фыркая;local;local;local;Local
1514;хмур;local;dep;local;Local
1515;хмуря;local;local;local;Local
1516;хребту;local;local;local;Local
1517;царская;global;dep;local;Dep
1518;цветов;local;local;local;Local
1519;цветы;local;local;local;Local
1520;центурион;global;global;local;Global
1521;цепи;local;global;local;Local
1522;церкви;local;global;global;Global
1523;чего;local;local;local;Local
1524;человек;local;local;local;Local
1525;человека;local;local;local;Local
1526;член;local;dep;local;Local
1527;что;local;local;local;Local
1528;чувствовал;local;local;local;Local
1536;чудо;local;global;dep;Global
1537;чурный;local;global;dep;Local
1538;чёрная;local;local;local;Local
1539;шакал;local;dep;local;Local
1540;шапок;local;dep;local;Local
1541;шарахнулась;local;local;local;Local
1542;шашек;local;global;global;Global
1543;шевелюрой;local;local;local;Local
1544;шее;local;local;local;Local
1551;шел;local;local;global;Local
1552;шел;local;local;local;Local
1553;широко;local;local;local;Local
1554;шлейф;local;dep;local;Local
1555;шлем;local;local;local;Local
1556;шлемах;local;dep;local;Local
1557;шлемов;local;dep;global;Global
1581;шли;local;dep;local;Local
1585;шрамами;local;local;local;Local
1586;штандарт;local;dep;local;Local
1587;штилем;local;dep;local;Local
1588;шуба;dep;dep;dep;Dep
1589;шум;local;local;local;Local
1597;щитом;local;global;local;Local
1598;ьелыми;local;dep;local;Local
1599;эмблемой;local;global;local;Local
1600;это;local;dep;local;Local
1608;этого;local;local;local;Local
1609;ягода;local;local;local;Local
1610;ягодице;local;local;local;Local
1611;яро;local;local;local;Local
1612;яростно;local;local;local;Local
1613;ясно;local;local;local;Local
